candidate_id,firstname,lastname,email,password,skills,location,education,preferredJobTitle,experience,preferredJobType,preferredWorkType,softSkills
2396,Ismail,Bilal,ismailbilal.63@gmail.com,(cgnDboav4,"NLP, computer vision, machine learning, computer vision, NLP, deep learning",Islamabad,Bachelors,Machine Learning Engineer,2,Part-time,Remote,"Adaptability, Teamwork, Communication, Problem Solving"
2397,Karen,Sadiq,karensadiq.28@outlook.com,hI7HH2tsq(,"security, Linux, networking, security, networking",Faisalabad,Bachelors,System Administrator,0,Internship,Remote,"Teamwork, Adaptability"
2398,Ahmad,Rehman,ahmadrehman.55@outlook.com,A^6^Hluyn#,"JavaScript, web, CSS, frontend",Faisalabad,PhD,Web Developer,4,Part-time,Remote,"Adaptability, Problem Solving"
2399,Abubakar,Imran,abubakarimran.85@outlook.com,(##ma6WbxZ,"business, strategy, TOGAF, strategy",Gujranwala,Masters,IT Consultant,2,Full-time,Remote,Communication
2400,Eddie,Irfan,eddieirfan.74@gmail.com,Uh0I3Tu%_6,"PRINCE2, PRINCE2, PMP",Gujranwala,PhD,IT Project Manager,13,Part-time,Remote,"Adaptability, Communication, Problem Solving, Teamwork"
2401,Huma,Rabbani,humarabbani.78@hotmail.com,E)w6BdQB&e,"Figma, Sketch, Sketch, Sketch, Figma",Faisalabad,PhD,UI/UX Designer,15,Part-time,Remote,Adaptability
2402,Rashid,Imtiaz,rashidimtiaz.81@hotmail.com,V(2VuyvU6E,"CSS, backend, frontend",Islamabad,Bachelors,Frontend Developer,5,Contract,Onsite,Problem Solving
2403,Sahar,Qadeer,saharqadeer.16@gmail.com,D&s2rGj+ND,"HTML, frontend, HTML",Faisalabad,Intermediate,Web Developer,2,Full-time,Onsite,Adaptability
2404,Aman,Mohamed,amanmohamed.59@gmail.com,X0ObaUPC*h,"Kubernetes, Kubernetes, Docker, linuxCI/CD, DevOps, Docker",Faisalabad,Intermediate,DevOps Engineer,2,Full-time,Remote,"Problem Solving, Communication"
2405,Charlie,Satar,charliesatar.87@hotmail.com,St7AmzUPT%,"Hive, Spark, MapReduce",Abbottabad,Bachelors,Big Data Engineer,0,Contract,Onsite,Adaptability
2406,Rashid,Hasan,rashidhasan.68@gmail.com,e$Sz6OIeAM,"Google Cloud, Azure, AWS, IaC, Azure, AWS",Peshawar,Masters,Cloud Engineer,3,Part-time,Onsite,"Communication, Problem Solving, Teamwork, Adaptability"
2407,Ajwa,Idrees,ajwaidrees.59@hotmail.com,#TT@6L1vVR,"Unity, 3D modeling, C#, 3D modeling",Quetta,Bachelors,Game Developer,0,Part-time,Onsite,"Adaptability, Communication, Teamwork, Problem Solving"
2408,Idrees,Farid,idreesfarid.67@gmail.com,k18_Duit#8,"HTML, frontend, backend, web, JavaScript",Sukkur,Bachelors,Frontend Developer,3,Full-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork"
2409,Aleena,Imran,aleenaimran.44@hotmail.com,8$TNmUMC*n,"requirements gathering, requirements gathering, process improvement, requirements gathering, process improvement",Rawalpindi,Intermediate,Business Analyst,0,Part-time,Remote,"Communication, Adaptability, Teamwork, Problem Solving"
2410,Muzammal,Qadeer,muzammalqadeer.79@hotmail.com,kcS^4EjOY),"deep learning, NLP, NLP",Sukkur,PhD,AI Engineer,5,Part-time,Remote,"Teamwork, Problem Solving, Adaptability, Communication"
2411,Haseeb,Kareem,haseebkareem.41@outlook.com,Kc)B5M2p@0,"NLP, NLP, machine learning, deep learning, NLP, machine learning",Bahawalpur,Masters,AI Engineer,7,Full-time,Remote,"Problem Solving, Communication"
2412,Habib,Rafiq,habibrafiq.30@gmail.com,$lRSe6LrP8,"object detection, CNN, CNN, object detection",Rawalpindi,Bachelors,Computer Vision Engineer,0,Full-time,Onsite,Communication
2413,Sahar,Iftikhar,sahariftikhar.45@hotmail.com,nyJor#4V*0,"consulting, business, strategy",Gujranwala,PhD,IT Consultant,11,Contract,Onsite,"Teamwork, Adaptability, Communication, Problem Solving"
2414,Mustansar,Azam,mustansarazam.22@gmail.com,a*1QZtub*b,"statistics, statistics, machine learning, machine learning",Multan,Bachelors,Data Scientist,4,Full-time,Remote,"Teamwork, Communication, Problem Solving, Adaptability"
2415,Aafaq,Yousuf,aafaqyousuf.76@outlook.com,vG6+Ijb4v_,"NLP, machine learning, NLP",Nawabshah,Intermediate,AI Engineer,1,Internship,Remote,"Adaptability, Communication"
2416,Areej,Shafi,areejshafi.72@hotmail.com,%@y1$vYyp7,"Figma, Adobe XD, Figma",Gujranwala,PhD,UI/UX Designer,10,Full-time,Remote,Problem Solving
2417,Saddam,Din,saddamdin.50@hotmail.com,sVu@20usy!,"web, HTML, web, frontend, CSS",Quetta,Intermediate,Web Developer,2,Part-time,Onsite,"Adaptability, Communication"
2418,Hammad,Shoaib,hammadshoaib.75@outlook.com,^5ZgtknEKb,"Kubernetes, automation, DevOps",Sukkur,PhD,DevOps Engineer,11,Part-time,Remote,"Communication, Problem Solving"
2419,Saif,Nasir,saifnasir.72@gmail.com,e!w1jWJxUb,"Unreal Engine, Unreal Engine, Unreal Engine",Hyderabad,Masters,Game Developer,1,Part-time,Remote,Problem Solving
2420,Talha,ur,talhaur.41@hotmail.com,+CO3!%VpnX,"PMP, scrum, PMP, PRINCE2, agile, agile",Faisalabad,Bachelors,IT Project Manager,2,Full-time,Onsite,"Teamwork, Communication"
2421,Mian,Tufail,miantufail.18@outlook.com,V*8GC@qsIp,"3D modeling, 3D modeling, 3D modeling",Multan,Masters,Game Developer,9,Full-time,Onsite,"Communication, Problem Solving"
2422,Umair,Manzoor,umairmanzoor.77@gmail.com,J2Ic$KXa#U,"CNN, image processing, image processing",Islamabad,Bachelors,Computer Vision Engineer,5,Part-time,Onsite,"Teamwork, Communication"
2423,Mian,Bota,mianbota.81@hotmail.com,hk1VvkpW*b,"backend, frontend, JavaScript, frontend",Peshawar,Bachelors,Web Developer,5,Part-time,Onsite,"Problem Solving, Communication, Adaptability, Teamwork"
2424,Kathrine,Saeed,kathrinesaeed.97@outlook.com,#NAME?,"Sketch, Figma, Adobe XD",Bahawalpur,Bachelors,UI/UX Designer,2,Contract,Onsite,Adaptability
2425,Ajwa,Malik,ajwamalik.51@gmail.com,Lk5wCyx#n&,"security protocols, identity and access management, identity and access management, security governance, security governance, network security design",Multan,Intermediate,Security Architect,2,Full-time,Remote,Communication
2426,Maheen,Hasan,maheenhasan.14@gmail.com,62@FXI8b@h,"Docker, Kubernetes, Kubernetes, Kubernetes, Docker, Docker",Bahawalpur,Masters,DevOps Engineer,3,Full-time,Onsite,Communication
2427,Waseem,Malik,waseemmalik.33@gmail.com,Ys!W73d)*3,"algorithm, algorithm, programming",Lahore,Intermediate,Software Engineer,1,Full-time,Onsite,Teamwork
2428,Aafea,Baz,aafeabaz.65@gmail.com,5HWk(KmU!t,"ITIL, TOGAF, TOGAF",Hyderabad,Masters,IT Consultant,7,Contract,Remote,Teamwork
2429,Hazara,Masih,hazaramasih.62@outlook.com,3zRHe_$W%C,"security tool management, incident escalation, incident escalation, security procedures, security incident handling, security incident handling",Lahore,Intermediate,Security Operations Center (SOC) Analyst,0,Internship,Onsite,Communication
2430,Muhammad,Sher,muhammadsher.68@outlook.com,_G4FNxkKo_,"DevOps, Docker, DevOps, automation",Abbottabad,Masters,DevOps Engineer,4,Part-time,Remote,"Communication, Teamwork, Problem Solving, Adaptability"
2431,Ayub,Hussain,ayubhussain.15@gmail.com,$8IzV^c#6V,"R, statistics, analytics, data, R, machine learning",Peshawar,PhD,Data Scientist,11,Part-time,Onsite,"Teamwork, Problem Solving"
2432,Ameer,Riaz,ameerriaz.96@hotmail.com,H1Rui^jE^0,"data structure, data structure, algorithm, programming",Islamabad,Masters,Software Engineer,2,Full-time,Onsite,"Problem Solving, Communication, Teamwork"
2433,Owais,Jamil,owaisjamil.61@gmail.com,&!RkTyVl!7,"metasploit, vulnerability assessment, penetration testing, metasploit, wireless security, wireless security",Sialkot,PhD,Ethical Hacker,14,Part-time,Onsite,"Problem Solving, Teamwork"
2434,Laiba,Abas,laibaabas.97@outlook.com,%zJ1HTcD1c,"consulting, ITIL, consulting, ITIL, ITIL",Sialkot,PhD,IT Consultant,8,Contract,Onsite,"Teamwork, Communication, Adaptability"
2435,Mustansar,Hakeem,mustansarhakeem.81@gmail.com,#6TiJQwih2,"incident escalation, log analysis, security tool management, log analysis, network traffic analysis, security procedures",Abbottabad,PhD,Security Operations Center (SOC) Analyst,10,Contract,Onsite,"Adaptability, Communication"
2436,Hareem,Younas,hareemyounas.13@outlook.com,*E9TIdjq)b,"programming, programming, data structure",Sialkot,Bachelors,Software Engineer,3,Full-time,Onsite,"Teamwork, Communication, Problem Solving, Adaptability"
2437,Mishael,Hanif,mishaelhanif.11@gmail.com,@R8YPstz0$,"cloud, Azure, Google Cloud, Azure, cloud, Google Cloud",Nawabshah,PhD,Cloud Engineer,11,Full-time,Onsite,"Adaptability, Teamwork, Communication"
2438,Bisma,Majid,bismamajid.23@hotmail.com,)4NDJifx$8,"image processing, CNN, OpenCV, image processing, object detection, image processing",Hyderabad,Masters,Computer Vision Engineer,9,Contract,Remote,Adaptability
2439,Madhia,Zahid,madhiazahid.86@hotmail.com,6yMez$Md(a,"security protocols, threat modeling, security protocols",Peshawar,Bachelors,Security Architect,3,Contract,Onsite,"Adaptability, Teamwork, Communication, Problem Solving"
2440,Maheen,Babar,maheenbabar.14@hotmail.com,g*6VOV_c*4,"machine learning, computer vision, deep learning",Multan,Bachelors,AI Engineer,4,Full-time,Onsite,"Problem Solving, Teamwork"
2441,Ayub,Alam,ayubalam.23@outlook.com,)0VQyDHW0p,"threat modeling, wireless security, social engineering, social engineering, penetration testing",Nawabshah,PhD,Ethical Hacker,14,Part-time,Onsite,"Teamwork, Problem Solving, Adaptability"
2442,Kathrine,Yasin,kathrineyasin.92@hotmail.com,+2KC36vut0,"linuxCI/CD, Docker, Docker",Sialkot,Masters,DevOps Engineer,2,Part-time,Remote,Adaptability
2443,Manahil,Sadiq,manahilsadiq.31@hotmail.com,G!04Gaeja!,"QA, QA, automation",Quetta,Masters,Quality Assurance Engineer,5,Full-time,Onsite,Communication
2444,Noon,Karim,noonkarim.29@hotmail.com,_iMNYOvP*4,"SQL, PostgreSQL, MySQL, SQL",Bahawalpur,Masters,Database Administrator,1,Internship,Remote,"Adaptability, Teamwork, Problem Solving"
2445,Saad,Khan,saadkhan.54@hotmail.com,CZ9TeP3e%a,"encryption standards, threat modeling, network security design, identity and access management, encryption standards",Faisalabad,Masters,Security Architect,1,Part-time,Remote,"Communication, Teamwork"
2446,Sheraz,Faisal,sherazfaisal.65@gmail.com,*0L7BwoyM8,"automation, QA, JUnit",Lahore,PhD,Quality Assurance Engineer,18,Contract,Remote,"Problem Solving, Adaptability, Teamwork"
2447,Shahzaib,Shafiq,shahzaibshafiq.85@gmail.com,+H(4UCwF(a,"JUnit, Selenium, QA",Bahawalpur,PhD,Quality Assurance Engineer,2,Full-time,Onsite,"Teamwork, Adaptability, Problem Solving"
2448,Muhammad,Musa,muhammadmusa.64@gmail.com,$JPqrvwk!7,"deep learning, NLP, computer vision, machine learning, computer vision",Rawalpindi,Bachelors,Machine Learning Engineer,4,Full-time,Onsite,"Adaptability, Problem Solving, Teamwork"
2449,Omar,Hakeem,omarhakeem.29@hotmail.com,_5$n8cGk^Q,"customer service, ticketing, customer service, troubleshooting, customer service, helpdesk",Lahore,Masters,IT Support Specialist,3,Part-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork"
2450,P.alizai,Imtiaz,p.alizaiimtiaz.79@hotmail.com,+39DH1%b&h,"coding, programming, algorithm",Nawabshah,Bachelors,Software Engineer,2,Part-time,Remote,"Adaptability, Problem Solving"
2451,Wishal,Syed,wishalsyed.94@hotmail.com,wJ_S3SxrQ%,"Figma, Figma, Figma, Figma, Sketch",Bahawalpur,Bachelors,UI/UX Designer,5,Part-time,Remote,"Adaptability, Communication, Teamwork"
2452,Muhammad,Safdar,muhammadsafdar.11@outlook.com,s3!%r!uf&I,"pytest, Selenium, JUnit",Sukkur,Bachelors,Quality Assurance Engineer,5,Part-time,Onsite,"Adaptability, Communication, Teamwork"
2453,Maheen,Shaheen,maheenshaheen.10@outlook.com,!uDK0OdN33,"risk assessment, penetration testing, cryptography, IDPS, IDPS, incident response",Gujranwala,Intermediate,Cybersecurity Analyst,1,Internship,Onsite,"Adaptability, Communication, Problem Solving"
2454,Muhammad,Khaw,muhammadkhaw.91@gmail.com,7W#8N0s1ak,"firewall configuration, network monitoring, switching",Rawalpindi,Masters,Network Administrator,5,Part-time,Remote,"Teamwork, Adaptability, Problem Solving"
2455,Usman,Qadir,usmanqadir.90@gmail.com,_GV2)Ultr$,"hyperledger, smart contract, hyperledger",Faisalabad,Masters,Blockchain Developer,5,Contract,Remote,"Teamwork, Adaptability"
2456,Muhammad,Hayat,muhammadhayat.65@outlook.com,)P085WUzA+,"image processing, OpenCV, OpenCV",Bahawalpur,Bachelors,Computer Vision Engineer,0,Full-time,Remote,"Adaptability, Problem Solving"
2457,Saamiya,Raheem,saamiyaraheem.70@outlook.com,D$32VN$b19,"wireless security, web application security, penetration testing, exploit development, threat modeling, wireless security",Faisalabad,PhD,Ethical Hacker,13,Part-time,Remote,Teamwork
2458,Huma,Chand,humachand.75@hotmail.com,sG5VE*ow%q,"ticketing, customer service, ticketing, ticketing, ticketing",Sukkur,Intermediate,IT Support Specialist,1,Part-time,Remote,"Communication, Problem Solving, Adaptability, Teamwork"
2459,Mishael,Iftikhar,mishaeliftikhar.45@outlook.com,_9f7XyvNq8,"wireless networking, network security protocols, network security protocols, DHCP, DHCP, network troubleshooting",Sialkot,PhD,Network Administrator,19,Contract,Remote,"Communication, Problem Solving, Teamwork, Adaptability"
2460,Zafar,Aslam,zafaraslam.23@gmail.com,f&FDP0BnM(,"web, JavaScript, CSS, backend, web, HTML",Bahawalpur,Bachelors,Web Developer,3,Part-time,Remote,Teamwork
2461,Minz,Naveed,minznaveed.41@outlook.com,xc59U+Bq!1,"machine learning, deep learning, machine learning",Faisalabad,Masters,Machine Learning Engineer,5,Full-time,Onsite,"Communication, Adaptability"
2462,Noor,Arain,noorarain.76@gmail.com,@m3FhAhj(P,"agile, scrum, scrum, scrum",Rawalpindi,Masters,IT Project Manager,1,Contract,Remote,Teamwork
2463,Abby,Sarfraz,abbysarfraz.38@outlook.com,+KpCQ(Ing2,"security governance, identity and access management, identity and access management",Karachi,PhD,Security Architect,5,Full-time,Remote,"Communication, Problem Solving, Teamwork"
2464,Mahrukh,Mustafa,mahrukhmustafa.44@gmail.com,&$4R49Cv^q,"Linux, Linux, security, Linux, networking, networking",Bahawalpur,PhD,System Administrator,17,Part-time,Onsite,Problem Solving
2465,Suki,Abid,sukiabid.48@gmail.com,&jsFEZYta3,"log analysis, incident escalation, network traffic analysis",Islamabad,Intermediate,Security Operations Center (SOC) Analyst,1,Part-time,Onsite,Adaptability
2466,Sheraz,Idrees,sherazidrees.80@hotmail.com,F6GxMSyt+&,"3D modeling, C#, Unreal Engine, C#, C#",Gujranwala,PhD,Game Developer,2,Full-time,Remote,"Problem Solving, Communication"
2467,Bilal,Ilyas,bilalilyas.27@outlook.com,Dyt8RRxbK%,"MySQL, SQL, SQL, NoSQL, SQL, SQL",Nawabshah,Bachelors,Database Administrator,0,Internship,Remote,Communication
2468,ALIYA,Dino,aliyadino.31@outlook.com,%^CYt0dj64,"security risk assessment, secure coding practices, network security design, encryption standards, security governance",Multan,Bachelors,Security Architect,2,Full-time,Onsite,"Communication, Problem Solving"
2469,Eman,Ijaz,emanijaz.25@hotmail.com,%3O)c5fHD0,"Unity, Unreal Engine, C#, 3D modeling, C#, Unity",Lahore,Masters,Game Developer,2,Part-time,Onsite,"Adaptability, Teamwork, Communication"
2470,Noor,Mehmood,noormehmood.83@outlook.com,x+8YCs)QC*,"frontend, frontend, web, frontend, CSS",Abbottabad,Bachelors,Web Developer,3,Part-time,Remote,"Adaptability, Problem Solving, Communication, Teamwork"
2471,Manahil,Jabar,manahiljabar.44@hotmail.com,#c37NlehkD,"hyperledger, smart contract, ethereum, blockchain",Peshawar,PhD,Blockchain Developer,10,Full-time,Onsite,Teamwork
2472,Swan,Shehzad,swanshehzad.78@gmail.com,)iz3Vm9f62,"OpenCV, CNN, object detection",Hyderabad,PhD,Computer Vision Engineer,6,Full-time,Onsite,"Communication, Teamwork, Adaptability, Problem Solving"
2473,Tabinda,Sarfraz,tabindasarfraz.67@gmail.com,+6NXj$&x43,"security monitoring, security policies, security policies, threat detection, security procedures",Hyderabad,Masters,Security Operations Center (SOC) Analyst,4,Part-time,Remote,"Communication, Adaptability"
2474,Talha,Akhtar,talhaakhtar.85@gmail.com,2002IAbO$6,"ticketing, troubleshooting, ticketing, helpdesk, customer service, helpdesk",Abbottabad,Intermediate,IT Support Specialist,1,Contract,Onsite,"Problem Solving, Teamwork"
2475,Fizza,Anwer,fizzaanwer.41@gmail.com,p8cGSyPy+8,"smart contract, hyperledger, hyperledger, smart contract, ethereum",Quetta,PhD,Blockchain Developer,6,Part-time,Remote,"Teamwork, Communication, Adaptability"
2476,Saad,Jameel,saadjameel.38@gmail.com,k1sA1pxh(s,"backend, HTML, JavaScript",Gujranwala,Bachelors,Backend Developer,3,Full-time,Onsite,"Teamwork, Communication, Adaptability"
2477,Dua,Nisar,duanisar.47@outlook.com,c2wRZAnk_y,"TOGAF, consulting, consulting, ITIL, business, TOGAF",Quetta,Bachelors,IT Consultant,1,Part-time,Onsite,"Problem Solving, Teamwork, Adaptability"
2478,Alina,Altaf,alinaaltaf.88@outlook.com,#NAME?,"frontend, backend, HTML, CSS, CSS, HTML",Rawalpindi,Bachelors,Web Developer,4,Full-time,Onsite,"Communication, Teamwork"
2479,Faheem,Qadir,faheemqadir.83@outlook.com,_TjWgc%r6j,"ticketing, customer service, helpdesk, ticketing, helpdesk",Gujranwala,PhD,IT Support Specialist,18,Part-time,Onsite,"Adaptability, Communication, Teamwork"
2480,Saboor,Rasool,saboorrasool.44@outlook.com,&*GCS8Uv%w,"threat modeling, metasploit, wireless security, threat modeling",Peshawar,PhD,Ethical Hacker,4,Contract,Onsite,Communication
2481,Aroush,Nadeem,aroushnadeem.41@hotmail.com,%CXti(9r6M,"3D modeling, 3D modeling, Unity",Karachi,PhD,Game Developer,5,Contract,Onsite,"Problem Solving, Adaptability"
2482,Kathrine,Abid,kathrineabid.48@gmail.com,&AvIGpLPu8,"data structure, data structure, algorithm, algorithm, algorithm",Multan,Intermediate,Software Engineer,1,Full-time,Onsite,"Adaptability, Teamwork, Problem Solving, Communication"
2483,Abubakar,Gulzar,abubakargulzar.10@outlook.com,C(1I4O&t)e,"linuxCI/CD, Kubernetes, DevOps, Kubernetes",Peshawar,Bachelors,DevOps Engineer,1,Contract,Remote,Problem Solving
2484,Amra,Qadir,amraqadir.90@hotmail.com,6W5NGJ*e_e,"stakeholder management, requirements gathering, requirements gathering, stakeholder management, requirements gathering, stakeholder management",Sukkur,PhD,Business Analyst,15,Part-time,Onsite,"Adaptability, Teamwork, Problem Solving, Communication"
2485,Mizha,Bukhari,mizhabukhari.68@gmail.com,zj5Q0Kar@c,"HTML, web, backend",Abbottabad,Intermediate,Backend Developer,1,Internship,Remote,"Communication, Adaptability, Problem Solving"
2486,Wishal,Raja,wishalraja.51@hotmail.com,6$e61Txthi,"JavaScript, HTML, backend, JavaScript, backend",Islamabad,Intermediate,Frontend Developer,2,Full-time,Onsite,Teamwork
2487,Omar,Majeed,omarmajeed.83@hotmail.com,_g*LK34u2G,"consulting, business, strategy, business, TOGAF, strategy",Islamabad,Bachelors,IT Consultant,2,Part-time,Remote,"Adaptability, Problem Solving"
2488,Sidra,Rizwan,sidrarizwan.30@gmail.com,7$x9Vf%$G),"iOS, Swift, Swift, Swift",Bahawalpur,Intermediate,Mobile App Developer,1,Full-time,Onsite,"Problem Solving, Communication"
2489,Ismail,Zaheer,ismailzaheer.85@outlook.com,)2q6Jb^3&y,"strategy, ITIL, ITIL, ITIL, business, TOGAF",Karachi,Bachelors,IT Consultant,0,Part-time,Onsite,"Communication, Problem Solving"
2490,Sohail,Wahid,sohailwahid.38@outlook.com,3T%wBiAp&W,"incident response, risk assessment, SIEM",Bahawalpur,PhD,Cybersecurity Analyst,14,Contract,Onsite,"Adaptability, Teamwork, Communication"
2491,Manaal,Gul,manaalgul.19@hotmail.com,cG1UNNZce%,"TOGAF, TOGAF, business, ITIL, consulting, ITIL",Hyderabad,Intermediate,IT Consultant,0,Internship,Remote,Communication
2492,Rabab,Bota,rababbota.36@gmail.com,!8h6L5HK(t,"computer vision, NLP, NLP, NLP",Peshawar,Intermediate,Machine Learning Engineer,0,Part-time,Remote,"Adaptability, Problem Solving, Communication, Teamwork"
2493,Ramsha,Imran,ramshaimran.47@outlook.com,(p7JKgOFe@,"R, data, analytics",Islamabad,Masters,Data Scientist,6,Contract,Remote,"Teamwork, Problem Solving, Adaptability, Communication"
2494,Rohail,Haider,rohailhaider.67@gmail.com,z!#4PLm4*E,"stakeholder management, process improvement, process improvement, requirements gathering, requirements gathering",Karachi,PhD,Business Analyst,0,Contract,Remote,"Problem Solving, Teamwork, Communication"
2495,Sajid,Ayaz,sajidayaz.61@outlook.com,D#5FlV$i)_,"R, statistics, R, statistics, analytics",Abbottabad,Bachelors,Data Scientist,5,Contract,Onsite,"Teamwork, Communication"
2496,Kathrine,Hanif,kathrinehanif.52@hotmail.com,@64MTF!wZk,"security tool management, security incident handling, security incident handling, network traffic analysis",Sialkot,PhD,Security Operations Center (SOC) Analyst,13,Contract,Onsite,"Communication, Teamwork, Problem Solving, Adaptability"
2497,Maham,Majeed,mahammajeed.78@gmail.com,!ywrJNgJ4M,"computer vision, deep learning, NLP, deep learning",Multan,Bachelors,AI Engineer,5,Full-time,Remote,"Communication, Adaptability, Problem Solving, Teamwork"
2498,Adeena,Dad,adeenadad.55@outlook.com,z7Dc0X6u%x,"Scala, Hadoop, Hadoop, Hive, Scala",Islamabad,Intermediate,Big Data Engineer,0,Internship,Onsite,"Problem Solving, Adaptability, Teamwork"
2499,Bakhtiyar,Farooq,bakhtiyarfarooq.57@hotmail.com,)%WCevlN7D,"OpenCV, CNN, image processing",Bahawalpur,PhD,Computer Vision Engineer,9,Contract,Onsite,Teamwork
2500,Humna,Gulzar,humnagulzar.43@gmail.com,_vUPX27M1b,"linuxCI/CD, Docker, DevOps, linuxCI/CD, Docker",Quetta,Intermediate,DevOps Engineer,2,Full-time,Onsite,Problem Solving
2501,Inaya,Nadeem,inayanadeem.34@hotmail.com,#rkY#2BqZA,"machine learning, analytics, R, R, analytics, python",Sialkot,Intermediate,Data Scientist,1,Internship,Onsite,"Communication, Adaptability"
2502,Ahmad,Ghafoor,ahmadghafoor.42@outlook.com,#Bwwum(s#1,"agile, PRINCE2, scrum, PRINCE2, scrum",Bahawalpur,PhD,IT Project Manager,2,Contract,Remote,"Adaptability, Problem Solving, Teamwork"
2503,Rabia,Mahmood,rabiamahmood.15@hotmail.com,g_(dB2KrFI,"Linux, security, Linux",Faisalabad,Masters,System Administrator,5,Contract,Onsite,Adaptability
2504,Eishal,Sharif,eishalsharif.10@hotmail.com,&+i(dI9aD1,"backend, JavaScript, frontend, web",Islamabad,Masters,Web Developer,8,Full-time,Remote,"Adaptability, Teamwork, Problem Solving, Communication"
2505,Zohaib,Ameen,zohaibameen.83@gmail.com,&6aLMpgA)K,"algorithm, coding, programming, programming, algorithm, algorithm",Gujranwala,PhD,Software Engineer,12,Part-time,Onsite,"Problem Solving, Adaptability"
2506,Hamza,Yousuf,hamzayousuf.84@hotmail.com,*xCy5DI24_,"Selenium, pytest, automation",Bahawalpur,Masters,Quality Assurance Engineer,8,Contract,Remote,Problem Solving
2507,Waqas,Waris,waqaswaris.65@outlook.com,5j8N7D!i_F,"blockchain, ethereum, ethereum, smart contract, blockchain",Quetta,Intermediate,Blockchain Developer,1,Part-time,Remote,"Adaptability, Problem Solving, Communication"
2508,Maryam,Zaidi,maryamzaidi.70@outlook.com,iY6HIrR*3@,"requirements gathering, stakeholder management, process improvement, stakeholder management, requirements gathering, stakeholder management",Sialkot,PhD,Business Analyst,4,Full-time,Onsite,Adaptability
2509,Adi,Mumtaz,adimumtaz.32@gmail.com,2(3Vds7vq),"frontend, frontend, HTML, HTML, CSS",Abbottabad,Intermediate,Web Developer,2,Full-time,Onsite,Problem Solving
2510,Muhammad,Warsi,muhammadwarsi.15@outlook.com,#6PoseF(0m,"security protocols, network security design, encryption standards",Islamabad,Bachelors,Security Architect,2,Full-time,Remote,"Teamwork, Adaptability"
2511,Noon,Khalil,noonkhalil.17@hotmail.com,^9Hfxelo(e,"business, TOGAF, strategy, consulting",Rawalpindi,Intermediate,IT Consultant,2,Part-time,Onsite,Problem Solving
2512,Usman,Qadir,usmanqadir.59@outlook.com,#@TDO*&uZ8,"security monitoring, network traffic analysis, incident escalation, log analysis, security monitoring, security monitoring",Sialkot,Bachelors,Security Operations Center (SOC) Analyst,2,Contract,Onsite,"Teamwork, Adaptability, Problem Solving, Communication"
2513,Wishal,Siddique,wishalsiddique.88@gmail.com,B_9Jd3H^d0,"backend, frontend, backend, backend, frontend, HTML",Abbottabad,Bachelors,Backend Developer,0,Full-time,Onsite,"Adaptability, Communication, Teamwork, Problem Solving"
2514,Ayeza,Zafar,ayezazafar.49@hotmail.com,Pfn6^8Ar@7,"coding, coding, programming",Sukkur,Masters,Software Engineer,1,Part-time,Remote,Communication
2515,Malik,Nawaz,maliknawaz.59@hotmail.com,^IROyVhbR7,"HTML, web, JavaScript, CSS",Faisalabad,Masters,Web Developer,4,Part-time,Onsite,"Communication, Problem Solving, Adaptability, Teamwork"
2516,Haroon,Hassan,haroonhassan.70@outlook.com,V2SKUUfv^Q,"hyperledger, blockchain, hyperledger, blockchain",Multan,PhD,Blockchain Developer,11,Contract,Remote,"Adaptability, Teamwork, Problem Solving"
2517,Sadaf,Rasool,sadafrasool.73@gmail.com,P5VoNIQv#W,"PMP, scrum, scrum, agile, agile",Rawalpindi,Intermediate,IT Project Manager,2,Full-time,Remote,Communication
2518,Hareem,Saleem,hareemsaleem.11@hotmail.com,_+8rQh1iB),"computer vision, NLP, NLP, NLP, deep learning",Hyderabad,Bachelors,Machine Learning Engineer,0,Full-time,Remote,"Communication, Teamwork"
2519,Ali,Gul,aligul.55@outlook.com,^3FzD1xk!Z,"hyperledger, smart contract, ethereum",Gujranwala,PhD,Blockchain Developer,3,Full-time,Onsite,"Communication, Teamwork, Problem Solving, Adaptability"
2520,Zarish,Arain,zarisharain.57@hotmail.com,T09FYmVu$x,"Adobe XD, Sketch, Figma, Adobe XD, Sketch",Karachi,PhD,UI/UX Designer,7,Contract,Remote,Teamwork
2521,Humna,Mukhtar,humnamukhtar.38@outlook.com,F9GjU0AM)7,"switching, network security protocols, network security protocols, network configuration",Peshawar,Intermediate,Network Administrator,2,Contract,Onsite,Problem Solving
2522,Muzammal,Gulzar,muzammalgulzar.22@outlook.com,@+9hmwPp*9,"DevOps, Docker, DevOps, DevOps",Hyderabad,Masters,DevOps Engineer,8,Part-time,Onsite,"Problem Solving, Communication, Teamwork"
2523,Amina,Shaheen,aminashaheen.26@outlook.com,Qv7$AyHz)a,"Azure, IaC, IaC, IaC, IaC, IaC",Gujranwala,Intermediate,Cloud Engineer,1,Internship,Remote,"Adaptability, Teamwork"
2524,Malik,Amin,malikamin.74@hotmail.com,BR8n9DgZM_,"IaC, IaC, AWS",Islamabad,Intermediate,Cloud Engineer,1,Full-time,Onsite,Communication
2525,DAWOOD,Jabbar,dawoodjabbar.77@hotmail.com,&7p)2Wyb4s,"switching, DHCP, DHCP",Abbottabad,PhD,Network Administrator,13,Part-time,Remote,"Problem Solving, Adaptability"
